法令種別,法令番号,法令名,法令名読み,旧法令名,公布日,改正法令名,改正法令番号,改正法令公布日,施行日,施行日備考,法令ID,本文URL,未施行,所管課確認中
府省令,明治三十八年内務省令第二号,明治三十八年内務省令第二号（明治三十八年法律第六十六号ノ官没ニ関スル手続）,めいじさんじゅうはちねんほうりつだいろくじゅうろくごうのかんぼつにかんするつづき,,明治三十八年三月二十日,平成２８年１０月１日（基準日）現在のデータ,,,,,138M10000008002,https://elaws.e-gov.go.jp/document?lawid=138M10000008002_20161001_000000000000000,,
府省令,明治三十八年外務省令第一号,明治三十八年外務省令第一号（明治三十八年法律第六十六号ノ官没ニ関スル手続）,めいじさんじゅうはちねんほうりつだいろくじゅうろくごうのかんぼつにかんするてつづき,,明治三十八年三月二十日,平成２８年１０月１日（基準日）現在のデータ,,,,,138M10000020001,https://elaws.e-gov.go.jp/document?lawid=138M10000020001_20161001_000000000000000,,
府省令,明治三十八年大蔵省令第五十一号,明治三十八年大蔵省令第五十一号（印紙貼用方ノ件）,いんしちょうようかたのけん,,明治三十八年十一月十六日,平成２８年１０月１日（基準日）現在のデータ,,,,,138M10000040051,https://elaws.e-gov.go.jp/document?lawid=138M10000040051_20161001_000000000000000,,
府省令,明治三十八年逓信省令第三十七号,鉄道抵当法施行規則,てつどうていとうほうせこうきそく,,明治三十八年五月二十二日,平成２８年１０月１日（基準日）現在のデータ,,,,,138M10001000037,https://elaws.e-gov.go.jp/document?lawid=138M10001000037_20161001_000000000000000,,
法律,明治三十九年法律第三十四号,明治三十九年法律第三十四号（国債ニ関スル法律）,こくさいにかんするほうりつ,,明治三十九年四月十一日,民法の一部を改正する法律の施行に伴う関係法律の整備等に関する法律,平成二十九年法律第四十五号,平成二十九年六月二日,令和二年四月一日,,139AC0000000034,https://elaws.e-gov.go.jp/document?lawid=139AC0000000034_20200401_429AC0000000045,,
法律,明治三十九年法律第五十一号,紙幣類似証券取締法,しへいるいじしょうけんとりしまりほう,,明治三十九年五月八日,平成２７年８月１日（基準日）現在のデータ,,,,,139AC0000000051,https://elaws.e-gov.go.jp/document?lawid=139AC0000000051_20150801_000000000000000,,
勅令,明治三十九年勅令第百三十七号,明治三十九年勅令第百三十七号（国債償還ノ為抽籤執行ノ場合ニ於ケル立会者ニ関スル件）,こくさいしょうかんのためちゅうせんしっこうのばあいにおけるたちあいしゃにかんするけん,,明治三十九年六月六日,平成２７年８月１日（基準日）現在のデータ,,,,,139IO0000000137,https://elaws.e-gov.go.jp/document?lawid=139IO0000000137_20150801_000000000000000,,
府省令,明治三十九年農商務省令第二十七号,国有林野台帳規程,こくゆうりんやだいちょうきてい,,明治三十九年九月二十一日,平成２８年１０月１日（基準日）現在のデータ,,,,,139M10000200027,https://elaws.e-gov.go.jp/document?lawid=139M10000200027_20161001_000000000000000,,
法律,明治四十年法律第四十五号,刑法,けいほう,,明治四十年四月二十四日,民法及び家事事件手続法の一部を改正する法律,平成三十年法律第七十二号,平成三十年七月十三日,令和二年四月一日,,140AC0000000045,https://elaws.e-gov.go.jp/document?lawid=140AC0000000045_20200401_430AC0000000072,,
法律,明治四十一年法律第二十九号,刑法施行法　抄,けいほうせこうほう　しょう,,明治四十一年三月二十八日,平成２７年８月１日（基準日）現在のデータ,,,,,141AC0000000029,https://elaws.e-gov.go.jp/document?lawid=141AC0000000029_20150801_000000000000000,,
法律,明治四十一年法律第五十号,水害予防組合法,すいがいよぼうくみあいほう,,明治四十一年四月十三日,行政不服審査法の施行に伴う関係法律の整備等に関する法律,平成二十六年法律第六十九号,平成二十六年六月十三日,平成二十八年四月一日,,141AC0000000050,https://elaws.e-gov.go.jp/document?lawid=141AC0000000050_20160401_426AC0000000069,,
法律,明治四十一年法律第五十三号,公証人法,こうしょうにんほう,,明治四十一年四月十四日,平成２７年８月１日（基準日）現在のデータ,,,,,141AC0000000053,https://elaws.e-gov.go.jp/document?lawid=141AC0000000053_20150801_000000000000000,,
法律,明治四十一年法律第五十七号,北海道国有未開地処分法,ほっかいどうこくゆうみかいちしょぶんほう,,明治四十一年四月十五日,平成２７年８月１日（基準日）現在のデータ,,,,,141AC0000000057,https://elaws.e-gov.go.jp/document?lawid=141AC0000000057_20150801_000000000000000,,
勅令,明治四十一年勅令第百九十一号,水害予防組合職員賠償責任及身元保証令,すいがいよぼうくみあいしょくいんばいしょうせきにんおよびみもとほしょうれい,,明治四十一年八月三日,行政不服審査法及び行政不服審査法の施行に伴う関係法律の整備等に関する法律の施行に伴う関係政令の整備に関する政令,平成二十七年政令第三百九十二号,平成二十七年十一月二十六日,平成二十八年四月一日,,141IO0000000191,https://elaws.e-gov.go.jp/document?lawid=141IO0000000191_20160401_427CO0000000392,,
勅令,明治四十一年勅令第二百十七号,明治四十一年勅令第二百十七号（刑法施行前ニ公布シタル命令ニ関スル件）,けいほうせこうまえにこうふしたるめいれいにかんするけん,,明治四十一年九月二十四日,平成２７年８月１日（基準日）現在のデータ,,,,,141IO0000000217,https://elaws.e-gov.go.jp/document?lawid=141IO0000000217_20150801_000000000000000,,
勅令,明治四十一年勅令第二百八十七号,明治四十一年勅令第二百八十七号（政府ニ納ムヘキ保証金其ノ他ノ担保ニ充用スル国債ノ価格ニ関スル件）,せいふにおさむべきほしょうきんそのたのたんぽにじゅうようするこくさいのかかくにかんするけん,,明治四十一年十一月二十八日,平成２７年８月１日（基準日）現在のデータ,,,,,141IO0000000287,https://elaws.e-gov.go.jp/document?lawid=141IO0000000287_20150801_000000000000000,,
勅令,明治四十一年勅令第二百九十一号,勲章褫奪令,くんしょうちだつれい,,明治四十一年十二月二日,刑法等の一部を改正する法律及び薬物使用等の罪を犯した者に対する刑の一部の執行猶予に関する法律の施行に伴う関係政令の整備に関する政令,平成二十八年政令第百九十九号,平成二十八年四月十五日,平成二十八年六月一日,,141IO0000000291,https://elaws.e-gov.go.jp/document?lawid=141IO0000000291_20160601_428CO0000000199,,
府省令,明治四十一年閣令第二号,勲章褫奪令施行細則,くんしょうちだつれいせこうさいそく,,明治四十一年十二月二日,平成２８年１０月１日（基準日）現在のデータ,,,,,141M10000001002,https://elaws.e-gov.go.jp/document?lawid=141M10000001002_20161001_000000000000000,,
府省令,明治四十一年内務省令第十三号,明治四十一年内務省令第十三号（水害予防組合法ニ依ル予算調製ノ式及費目流用其ノ他財務ニ関スル件）,すいがいよぼうくみあいほうによるよさんちょうせいのしきおよびひもくりゅうようそのたざいむにかんするけん,,明治四十一年八月三日,水害予防組合法による予算調製の式及び費目流用その他財務に関する件等の一部を改正する省令,令和元年国土交通省令第一号,令和元年五月七日,令和元年五月七日,,141M10000008013,https://elaws.e-gov.go.jp/document?lawid=141M10000008013_20190507_501M60000800001,,
府省令,明治四十一年内務省令第十四号,水害予防組合法第八十二条ニ依ル水害予防組合吏員服務紀律,すいがいよぼうくみあいほうだいはちじゅうにじょうによるすいがいよぼうくみあいりいんふくむきりつ,,明治四十一年八月三日,平成２８年１０月１日（基準日）現在のデータ,,,,,141M10000008014,https://elaws.e-gov.go.jp/document?lawid=141M10000008014_20161001_000000000000000,,
法律,明治四十二年法律第八号,明治四十二年法律第八号（登録国債ノ担保充用ニ関スル法律）,とうろくこくさいのたんぽじゅうようにかんするほうりつ,,明治四十二年三月二十二日,平成２７年８月１日（基準日）現在のデータ,,,,,142AC0000000008,https://elaws.e-gov.go.jp/document?lawid=142AC0000000008_20150801_000000000000000,,
法律,明治四十二年法律第九号,明治四十二年法律第九号（政府ニ対スル保証金其ノ他ノ担保ニ供シタル国債ノ買入銷却ニ関スル法律）,せいふにたいするほしょうきんそのたのたんぽにきょうしたるこくさいのかいいれさうきゃくにかんするほうりつ,,明治四十二年三月二十二日,平成２７年８月１日（基準日）現在のデータ,,,,,142AC0000000009,https://elaws.e-gov.go.jp/document?lawid=142AC0000000009_20150801_000000000000000,,
法律,明治四十二年法律第二十二号,明治四十二年法律第二十二号（立木ニ関スル法律）,りゅうぼくにかんするほうりつ,,明治四十二年四月五日,平成２７年８月１日（基準日）現在のデータ,,,,,142AC0000000022,https://elaws.e-gov.go.jp/document?lawid=142AC0000000022_20150801_000000000000000,,
法律,明治四十二年法律第二十八号,明治四十二年法律第二十八号（軌道ノ抵当ニ関スル法律）,きどうのていとうにかんするほうりつ,,明治四十二年四月十三日,平成２７年８月１日（基準日）現在のデータ,,,,,142AC0000000028,https://elaws.e-gov.go.jp/document?lawid=142AC0000000028_20150801_000000000000000,,
法律,明治四十二年法律第三十九号,印紙犯罪処罰法　抄,いんしはんざいしょばつほう　しょう,,明治四十二年四月二十八日,平成２７年８月１日（基準日）現在のデータ,,,,,142AC0000000039,https://elaws.e-gov.go.jp/document?lawid=142AC0000000039_20150801_000000000000000,,
